num_ordre;plan_id;budget;typcredit;immobilisation;credit;centre_cout;projet;localisation;montant_estime;composante;montant_dispo;designation;type;mode;nbr_lot;agent_id;date_tech;date_tech_reel;date_dgcmef;date_dgcmef_reel;date_off;date_off_reel;temp;temp_reel;date_resultat;resultat;date_visite_site;date_demarrage;date_reel_demarrage;delai_exe;delai_reel_exe;date_butoir;date_reel_fin;budget_travaux;observation;statut
19;1;Fonds Propres Investissement;A;234220;A;20000;;DSPI;1 107 000 000;Restructuration du réseau HTA/BTA / DEPI;1 107 000 000;Renforcement de postes source à Bobo et du poste 90/33 kV de Ouahigouya ;;AOO;2;1;10/02/2022;23/05/2022;21/02/2022;;23/03/2022;;3;;;;;07/03/2022;;180;;03/11/2022;;;;PPM
6;1;Fonds Propres Exploitation;Budget. Exp.;604110;Budget. Exp.;82000;;DGA / DMP;2 467 159 250;;2 467 159 250;Achat d'accesoirs de reseaux de distribution;;AOOI ;5;1;10/02/2022;03/05/2022;14/02/2022;22/08/2022;31/03/2022;05/10/2022;;;;;;;;;;;;;;PPM
10;1;Fonds Propres Exploitation;Budget. Exp.;604440;Budget. Exp.;52310;;DPTO / DP;450 000 000;;450 000 000;Travaux des révision de 45000h du  groupes G6 de la centrale de Komsilga;;AOO;;1;10/02/2022;05/10/2021;17/02/2022;26/11/2021;19/03/2022;28/12/2021;;;;;;;;;;;;;;PPM
11;1;Fonds Propres Exploitation;Budget. Exp.;604440;Budget. Exp.;52310;;DPTO / DP;476 000 000;;476 000 000;Pièces pour les entretiens des séparateurs / Komsilga;;AOO;;1;10/02/2022;10/02/2022;17/02/2022;30/11/2021;19/03/2022;29/12/2021;;;;;;;;;;;;;;PPM
12;1;Fonds Propres Exploitation;Budget. Exp.;604441;Budget. Exp.;52121;;DPTO / DP;3 199 000 000;;3 199 000 000;Travaux d'entretien et révsion des groupes G1 à G11 de la centrale de Kossodo;;AOOI ;7;1;10/02/2022;29/04/2022;14/03/2022;24/11/2022;28/04/2022;09/12/2022;;;;;;;;;;;;;;PPM
14;1;Fonds Propres Exploitation;Budget. Exp.;604441;Budget. Exp.;52121;;DPTO / DP;1 370 188 000;;1 370 188 000;Achats stockés  Pièces Rechange Groupe du G5 et ses auxiliaires /  Kossodo;;AOOI ;2;1;10/02/2022;10/09/2021;;21/09/2021;;20/10/2021;;;;;;;;;;;;;;PPM
13;1;Fonds Propres Exploitation;Budget. Exp.;604441;Budget. Exp.;52121;;DPTO / DP;1 060 000 000;;1 060 000 000;Travaux d'entretien et révsion des 18000 h du G3 et 32000 h du G1 de la centrale de Kossodo;;AOO;2;1;10/02/2022;21/09/2021;;30/11/2021;;30/12/2021;;;;;;;;;;;;;;PPM
15;1;Fonds Propres Exploitation;Budget. Exp.;604440;Budget. Exp.;52110;;DPTO / DP;51 000 000;;51 000 000;Achats pièces de rechanges groupes et auxiliaires / OUAGA I;;DPX;;1;10/02/2022;;14/02/2022;;24/02/2022;;;;;;;;;;;;;;;PPM
19;3;Fonds Propres Investissement;;;;;;DEPI/DGC;6 000 000;Construction d'un local;6 000 000;Construction d'un local pour les agents de liaisons de la DG ;1;DCF;1;1;;;45202;;17/03/2023;;1;;;;;24/04/2023;;60;;23/06/2023;;;;PPM
20;3;Fonds Propres Investissement;;;;;;DEPI/DGC;8 000 000;Agrandissement et aménagements des bureaux ;8 000 000;Agrandissement et aménagements des bureaux de DG et Assistante DG;1;DCF;1;1;;;45202;;17/03/2023;;1;;;;;24/04/2023;;60;;23/06/2023;;;;PPM
21;3;Fonds Propres Investissement;;;;;;DEPI/DGC;513 000 000;Extension du parc combustible;513 000 000;Acquisition et installation de cuve de stockage / Extension de parcs combustibles;1;AO;4;1;;;21/03/2023;;20/04/2023;;3;;;;;19/07/2023;;150;;16/12/2023;;;;PPM
22;3;Fonds Propres Investissement;;;;;;DEPI / DGC;69 750 000;Forages;69 750 000;Réalisation de forages positif à Cinkansé, Koupèla, Dori, Djibo, Tougan, Nouna;1;DPX;3;1;;;14/03/2023;19/05/2023;13/04/2023;;1;;;;;45267;;120;;45180;;;;PPM
24;3;Fonds Propres Investissement;;;;;;DRH / DFP;54 803 000;Matériel Pédagogique -Contrôle électrique;54 803 000;Acquisition de Matériel Pédagogique - Distribution et de Production;2;DPX;3;1;;;22/03/2023;;45081;;1;;;;;20/06/2023;;90;;18/09/2023;;;;PPM
23;3;Fonds Propres Investissement;;;;;;DRH / DFP;3 337 000;Matériel Pédagogique - Administratif  & Comptable;3 337 000;Equipement pour présentation sans fil ;2;DCF;1;1;;;45202;;17/03/2023;;1;;;;;24/04/2023;;90;;23/07/2023;;;;PPM
25;3;Fonds Propres Investissement;;;;;;DD / DETD;1 710 000;Matériel et outillage;1 710 000;Acquisition de carte de puissance, d'alimentation et CPU;2;DCF;1;1;;;17/03/2023;;24/03/2023;;1;;;;;44931;;90;;30/07/2023;;;;PPM
26;3;Fonds Propres Investissement;;;;;;DP / DPH;18 000 000;Matériel de Métrologie;18 000 000;Acquisition de capteur de position de la vanne de prise d'eau de la centrale;2;DPX;1;1;;;17/03/2023;;44930;;1;;;;;15/06/2023;;90;;13/09/2023;;;;PPM
27;3;Fonds Propres Investissement;;;;;;DTME/DCET;55 000 000;Matériel Laboratoire Electrique;55 000 000;Acquisition équipements de test triphasé pour injections secondaire et essais des protection de distance et différentielle, et pour les essais des transformateurs de puissance;2;DPX;2;1;;;22/03/2023;;45081;;1;;;;;20/06/2023;;120;;18/10/2023;;;;PPM
28;3;Fonds Propres Investissement;;;;;;DTME/DCET;40 000 000;Matériel Laboratoire Electrique;40 000 000;Acquisition de micro-ohmmètre pour les mesures sur les transformateurs de puissance;2;DPX;1;1;;;17/03/2023;;44930;;1;;;;;15/06/2023;;120;;13/10/2023;;;;PPM
29;3;Fonds Propres Investissement;;;;;;DG/DS;12 800 000;Matériel de sécurité;12 800 000;Acquisition d'un appareil respiratoire ARI;2;DPX;2;1;;;24/02/2023;;45233;;1;;;;;25/05/2023;;120;;22/09/2023;;;;PPM
30;3;Fonds Propres Investissement;;;;;;DTME/DT;3 600 000;Serrures anti-paniques;3 600 000;Acquisition et installation de trois (03) serrures anti-paniques aux postes de Wona, Yaramoko et Houndé;2;DCF;1;1;;;22/03/2023;;29/03/2023;;1;;;;;28/04/2023;;90;;27/07/2023;;;;PPM
31;3;Fonds Propres Investissement;;;;;;DTME/DT;4 000 000;Abris préfabriqués pour extincteur;4 000 000;"Fourniture et installation de huit (08) Abris préfabriqués pour extincteur à poudre 50 kg du TFO de Kodéni (02);Yaramoko (03) et Wona (03).";2;DCF;1;1;;;24/02/2023;;44988;;1;;;;;45203;;90;;45176;;;;PPM
32;3;Fonds Propres Investissement;;;;;;DP / DPTO;226 193 000;Matériel Laboratoire Chimique;226 193 000;Appareil de mesure de point d'éclair *Appareil de mesure de teneur en souffre*Appareil de mesure des micros résidus;2;AO;2;1;;;27/02/2023;;29/03/2023;;3;;;;;28/05/2023;;120;;25/09/2023;;;;PPM
33;3;Fonds Propres Investissement;;;;;;DCC / DRCO;63 150 000;Acquisition de DDA;63 150 000;Acquisition de DDA BOROMO;2;DPX;1;1;;;27/02/2023;;14/03/2023;;1;;;;;28/05/2023;;120;;25/09/2023;;;;PPM
34;3;Fonds Propres Investissement;;;;;;DP / DPH;10 100 000;Matériel de Métrologie;10 100 000;Expertise des cellules de pression du barrage de Bagré : établir le diagnostic du fonctionnement des cellules, remettre en marche les cellules récupérables, ;3;DPX;1;1;;;27/02/2023;;14/03/2023;;1;;;;;28/05/2023;;90;;26/08/2023;;;;PPM
35;3;Fonds Propres Investissement;;;;;;DG/DS;98 000 000;Autres ouvrages d'infrastructure;98 000 000;Installer les Réseaux Incendie Armé au Poste 90 kV de Kossodo à la Centrale de Dédougou ;1;DPX;2;1;;;44989;;44990;;3;;;;;44934;;120;;29/11/2023;;;;PPM
36;3;Fonds Propres Investissement;;;;;;DSI/DSRS;186 312 000;Autres ouvrages d'infrastructure;186 312 000;Sécurisation du site de KODENI;2;AO;1;1;;;27/02/2023;;29/03/2023;;3;;;;;27/06/2023;;180;;24/12/2023;;;;PPM
38;3;Fonds Propres Investissement;;;;;;DG/DS;632 837 000;Matériels de sécurité et d'outillages;632 837 000;Acquisition matériels de sécurité et d'outillages électriques et mécaniques;2;AO;6;1;;;45020;;45021;;3;;;;;44965;;120;;30/11/2023;;;;PPM
37;3;Fonds Propres Investissement;;;;;;DP / DPTCE;11 700 000;CIP clearing plus accessoires ;11 700 000;Acquisition de CIP clearing plus accessoires pour le nettoyage des séparateurs;2;DPX;1;1;;;44929;;16/03/2023;;1;;;;;30/05/2023;;90;;28/08/2023;;;;PPM
39;3;Fonds Propres Investissement;;;;;;DD/DDC;85 000 000;Matériel Laboratoire Electrique;85 000 000;Acquisition d'un kit de décharge partielle pour le diagnostic (Appareil de localisation des points faibles) des câbles HTA souterrains ;2;AO;1;1;;;27/02/2023;10/08/2023;29/03/2023;;3;;;;;27/06/2023;;120;;25/10/2023;;;;PPM
41;3;Fonds Propres Investissement;;;;;;DEPI/DGC;240 000 000;Contrat d'assistance;240 000 000;Contrat d'assistance avec le LNBTP (garantie décennale du projet Nouveau Siège);3;ED;1;1;;;45202;;25/03/2023;;1;;;;;45174;;270;;45353;;;;PPM
40;3;Fonds Propres Investissement;;;;;;DD/DDC;35 000 000;Matériel Laboratoire Electrique;35 000 000;Acquisition de 2 appareils de recherche de défauts sur les câbles Basse Tension;2;DPX;1;1;;;45020;;19/04/2023;;1;;;;;44992;;120;;31/10/2023;;;;PPM
42;3;Fonds Propres Investissement;;;;;;DEPI/DIPI;12 300 000;Matériel informatique;12 300 000;Acquisition de GPS;2;DPX;1;1;;;45020;;19/04/2023;;1;;;;;44992;;90;;44936;;;;PPM
45;3;Fonds Propres Investissement;;;;;;DGP/PR-RNI;45 000 000;Matériel d'exploitation et de maintenance;45 000 000;Acquisition de matériel d'exploitation et de maintenance;2;DPX;1;1;;;45111;;22/04/2023;;1;;;;;45084;;90;;45026;;;;PPM
47;3;Fonds Propres Investissement;;;;;;DEPI/DIPI;2 000 000 000;Réseau électrique BT et HT financement SONABEL;2 000 000 000;Electrifications de diverses localités dans les Directions Régionales;1;AOI;5;1;;;28/02/2023;;14/04/2023;;3;;;;;28/06/2023;;180;;25/12/2023;;;;PPM
20;2;Fonds Propres;;;;;;DIRECTION DE LA PRODUCTION ;96 000 000;;96 000 000;Fourniture et installation d'un système compatible avec les automates installés pour le contrôle en biais des vannes de l'évacuateur de crues;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
35;1;Fonds Propres Exploitation;;;;;;DGA;74 900 000;;74 900 000;fourniture de transformateurs de puissance de type H61/33 kV-160 kVA ;2;DPX;1;1;;;;10/08/2022;;22/08/2022;;;;;;;;120;;;;;;Hors PPM
25;1;Fonds Propres Exploitation;A;234240;A;8200010;SONABEL;DGA;74 900 000;Transformateurs BT et HT Financement SONABEL;74 900 000;Fourniture de transformateurs de puissance de type H59 33 kV/B2 400 kVA;2;DPX;1;1;31/01/2023;;31/01/2023;22/08/2022;31/01/2023;;1;;;;31/01/2023;31/01/2023;;120;;31/01/2023;;;;Hors PPM
31;1;Fonds Propres Investissement;C;212200;C;;SONABEL;DSI;36 580 000;Licences;36 580 000;Fourniture de licences d’antivirus  Kaspersky à la SONABEL;2;DPX;1;1;31/01/2023;;31/01/2023;15/12/2022;31/01/2023;27/12/2022;1;;;;31/01/2023;31/01/2023;;180;;31/01/2023;;;;Hors PPM
21;1;Fonds Propres Investissement;I;213100;I;0;Acquisition de divers logiciel d'exploitation au profit de la SONABEL;DSI;112 770 000;;66 690 000;Acquisition de divers logiciel d'exploitation au profit de la SONABEL;2;DPX;6;1;01/06/2022;;19/09/2022;;28/09/2022;;5;;;;;;;60;;;;;RAS;PPM
13;1;Financement externe;Fin. Ext.;Fin. Ext.;Fin. Ext.;10000;PEDECEL;DG;38 000 000;Logiciels;38 000 000;Acquisition, installation, assistance d’une année et le paramétrage d’un logiciel de gestion financière et comptable (TOM²PRO) au profit du PEDECEL;2;DPX;1;1;10/02/2022;;01/02/2023;21/10/2022;17/01/2022;02/11/2022;1;;;;01/02/2023;01/02/2023;;90;;01/02/2023;;;;PPM
33;1;Fonds Propres Exploitation;;FEP;;;Réhabilitation de l’éclairage public solaire de la Route Nationale n° 22 à Ouagadougou ;DETD;382 211 555;SONABEL;382 211 555;"Réhabilitation de l’éclairage public solaire de la Route Nationale n° 22 à  
             Ouagadougou 
";1;AOO;1;1;;;09/09/2022;09/09/2022;12/10/2022;;5;;;;27/09/2022;;;240;;;;;;Hors PPM
36;1;;;;;;;DGA;74 800 000;;74 800 000;fourniture de câbles HTA;2;DPX;1;1;;;;02/08/2022;;12/08/2022;;;;;;;;120;;;;;;Hors PPM
14;1;Financement externe;Fin. Ext.;Fin. Ext.;Fin. Ext.;80000;PEDECEL;DG;28 000 000;table, armoires, fauteuil et chaises;28 000 000;Acquisition de matériels de bureau;2;DPX;1;1;10/02/2022;;03/12/2021;06/06/2022;13/12/2021;;1;;;;01/02/2023;20/01/2022;;60;;20/01/2022;;;;PPM
39;1;;;;;;;BAGRE HYDRO;23 600 000;;23 600 000;fourniture d’un disjoncteur ORTHOFLUOR pour une cellule DNF 5 à la centrale hydroélectrique de Bagré;;;1;1;;;;09/11/2022;;21/11/2022;;;;;;;;90;;;;;;Hors PPM
44;1;Fonds Propres Investissement;J;223100;J;;réalisation de l’extension du Réseau d’eau incendie du Magasin Général de Distribution à Ouagadougou;DS;32 300 000;SONABEL;32 300 000;réalisation de l’extension du Réseau d’eau incendie du Magasin Général de Distribution à Ouagadougou;1;DPX;1;1;;;22/11/2022;06/12/2022;16/12/2022;16/12/2022;3;;;;13/12/2022;;;60;;;;;;Hors PPM
57;2;Fonds Propres;;F;;;;DIRECTION GENERALE;6 274 000;;6 274 000;Installation et gestion d'une médiathèque de sauvegarde et d'archive informatisee;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
17;2;Fonds Propres;;F;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;232 075 000;;232 075 000;climatisseur split 1,5 CV;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
67;2;Fonds Propres;;A;;;;DIRECTION GENERALE;1 055 000 000;;1 055 000 000;Mise en oeuvre du PGES des projets Renforcement centrale de Kossodo (50 MW)et Centrale de Fada (7,5MW);;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
58;2;Fonds Propres;;F;;;;DIRECTION DES SYSTEMES D¿INFORMATION ;500 000;;500 000;Destructeur de documents;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
75;2;Fonds Propres;;;;;;DIRECTION DE LA DISTRIBUTION;509 000 000;;509 000 000;Restructuration Resau BTA à la section CS/OHG;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
82;2;Fonds Propres;;A;;;;DIRECTION GENERALE;386 530 000;;386 530 000;Prestation pour la réalisation des extensions de Koudougou;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
23;2;Fonds Propres;;;;;;DIRECTION DE LA PRODUCTION ;50 000 000;;50 000 000;Remplacement des automates de contrôle commande des groupes et auxiliaires;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;PPM
30;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;PPM
;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;PPM
14;1;Fonds Propres Investissement;F;213100;F;0;la réalisation d’un système de détection et d’alarme incendie au magasin de distribution de Koupéla et au magasin général de distribution à Ouagadougou.;DS;41 500 000;SONABEL;41 500 000;la réalisation d’un système de détection et d’alarme incendie au magasin de distribution de Koupéla et au magasin général de distribution à Ouagadougou.;1;DPX;2;1;10/01/2022;;16/02/2022;07/02/2022;16/02/2022;16/02/2022;3;;;;10/02/2022;28/09/2022;;120;;24/01/2023;;;;Hors PPM
29;1;Fonds Propres Exploitation;C;405420;C;;SONABEL;DT;44 865 000;LKN;44 865 000;Fourniture de trois (3) parafoudres 90 kV et de trois (3) parafoudres 225 kV pour les postes HTB du Département Transport;2;DPX;1;1;26/01/2023;;26/01/2023;21/04/2022;26/01/2023;;1;;;;26/01/2023;26/01/2023;;180;;26/01/2023;;;;Hors PPM
15;1;Fonds Propres Investissement;F;213100;F;0;réparation de quatre (4) alternateurs à la centrale électrique de Komsilga;DPTCE;87 000 000;SONABEL;87 000 000;réparation de quatre (4) alternateurs à la centrale électrique de Komsilga;1;DPX;1;1;08/02/2022;;03/03/2022;21/02/2022;03/03/2022;03/03/2022;5;;;;23/02/2022;28/09/2022;;30;;27/10/2022;;;;Hors PPM
;;Fonds Propres Exploitation;F;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;PPM
22;1;Fonds Propres Exploitation;I;213100;I;;SONABEL;DSI;47 000 000;Logiciels;47 000 000;Fourniture d'un kit logiciels à la SONABEL;2;DPX;1;1;30/01/2023;;30/01/2023;02/06/2022;30/01/2023;14/06/2022;1;;;;30/01/2023;30/01/2023;;30;;30/01/2023;;;;Hors PPM
40;1;Fonds Propres Exploitation;;;;;;OUAGA I;63 700 000;;;"fourniture de pièces de rechange pour le dépannage des turbocompresseurs ABB VTR 400 des groupes PC 2.5 V 400 de la centrale Ouaga II
";2;DPX;1;1;;;;23/08/2022;;02/09/2022;;;;;;;;;;;;;;PPM
23;1;Fonds Propres Exploitation;A;234240;A;8200010;SONABEL;DGA;74 000 000;Transformateurs BT et HT Financement SONABEL;74 000 000;Fourniture de transformateurs de puissance de type H59 15 kV/B2 400 kVA  ;2;DPX;1;1;30/01/2023;;;09/08/2022;;19/08/2022;;;;;30/01/2023;30/01/2023;;120;;30/01/2023;;;;Hors PPM
22;1;Fonds Propres Exploitation;Budget. Exp.;604440;Budget. Exp.;52210;;DPTCE / DP;198 363 800;;198 363 800;Révision général G3 (MITSUBISHI) / DORI et Révision d'atellage G2 (KTA) / DORI;;AOO;;1;10/02/2022;23/03/2022;24/04/2022;23/09/2022;26/03/2022;24/10/2022;;;;;;;;;;;;;;PPM
25;1;Fonds Propres Exploitation;Budget. Exp.;604710;Budget. Exp.;81000;;DAGP / DMP;237 090 000;;237 090 000;Achats Fournitures Informatiques;;AOO;;1;10/02/2022;03/05/2022;22/02/2022;28/06/2022;24/03/2022;29/07/2022;;;;;;;;;;;;;;PPM
26;1;Fonds Propres Exploitation;Budget. Exp.;605310;Budget. Exp.;81000;;DAGP / DMP;1 153 722 333;;1 153 722 333;Achats lubrifiants & Carburant véhicules;;ED;;1;10/02/2022;(null);22/02/2022;;04/03/2022;;;;;;;;;;;;;;;PPM
27;1;Fonds Propres Exploitation;Budget. Exp.;624130;Budget. Exp.;52000;;DPTO / DP;6 549 065 919;;6 549 065 919;Travaux d'entretiens production;;AOO;;1;10/02/2022;21/01/2022;27/02/2022;24/02/2022;13/04/2022;11/04/2022;;;;;;;;;;;;;;PPM
28;1;Fonds Propres Exploitation;Budget. Exp.;627600;Budget. Exp.;14000;;DCC - DCRP;158 437 500;;158 437 500;Cadeaux à la clientèle;;AOO;;1;10/02/2022;08/02/2022;27/02/2022;03/06/2022;29/03/2022;05/07/2022;;;;;;;;;;;;;;PPM
1;1;Financement externe;Fin. Ext.;;Fin. Ext.;H0000;PDCEL;DSI;30 000 000;;30 000 000;Logiciel comptable multi-projets multi-bailleurs multi sites;;DPX;;1;10/02/2022;10/02/2022;07/01/2022;22/06/2022;17/01/2022;;1;;;;;01/02/2022;;90;;02/05/2022;;;;PPM
2;1;Financement externe;Fin. Ext.;;Fin. Ext.;46000;PDCEL;DRO;308 327 000;;308 327 000;Travaux d'extensions de réseau à Batié, Dano, Diebougou et Gaoua;;AOO;4;1;10/02/2022;10/02/2022;28/12/2021;18/02/2022;27/01/2022;;3;;;;;10/07/2022;;540;;01/01/2024;;;;PPM
3;1;Financement externe;Fin. Ext.;;Fin. Ext.;45000;PDCEL.;DRCO;1 031 381 000;;1 031 381 000;Travaux d'extensions de réseau à Boromo, Dédougou, Koudougou, Léo, Nouna, Réo et Sapouy;;AOO;7;1;10/02/2022;10/02/2022;28/12/2021;18/02/2022;27/01/2022;;3;;;;;10/07/2022;;540;;01/01/2024;;;;PPM
4;1;Financement externe;Fin. Ext.;;Fin. Ext.;44000;.PDCEL;DRCE;366 753 000;;366 753 000;Travaux d'extensions de réseau à Boulsa, Koupela, Tenkodogo et Zorgho ;;AOO;4;1;10/02/2022;10/02/2022;28/12/2021;18/02/2022;27/01/2022;;3;;;;;10/07/2022;;540;;01/01/2024;;;;PPM
7;1;Financement externe;Fin. Ext.;;Fin. Ext.;46000; .PDCEL;DRO;745 159 000;;745 159 000;Matériels  de branchements à Batié, Dano, Diebougou et Gaoua;;AOO;4;1;10/02/2022;10/02/2022;22/11/2021;;06/01/2022;;3;;;;;27/05/2022;;180;;23/11/2022;;;;PPM
5;1;Financement externe;Fin. Ext.;;Fin. Ext.;42000;PDCEL.;DRC;1 454 629 000;;1 454 629 000;Travaux d'extensions de réseau à  Ouagadougou;;AOO;;1;10/02/2022;10/02/2022;28/12/2021;18/02/2022;44867;;3;;;;;10/07/2022;;540;;01/01/2024;;;;PPM
83;2;Fonds Propres;;A;;;;DIRECTION GENERALE;2 246 412 641;;2 246 412 641;Réalisation de branchements à Bobo-Dioulasso (matériel et travaux);;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
29;2;Fonds Propres;;A;;;;DIRECTION DU TRANSPORT ET MOUVEMENTS D'ENERGIE;45 000 000;;45 000 000;Acquisition de 25 km de fibres optiques enroulées de rechange;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
40;2;Fonds Propres;;A;;;;DIRECTION DE LA DISTRIBUTION;50 000 000;;50 000 000;Installtion du  Régime Spécial d'Exploitation sur les départs HTA;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
31;2;Fonds Propres;;H;;;;DIRECTION DE LA PRODUCTION  ;26 000 000;;26 000 000;Nacelle automotrice;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
37;2;Fonds Propres;;F;;;;DIRECTION DE LA DISTRIBUTION;36 070 000;;36 070 000; Licences AUTOCAD;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
34;2;Fonds Propres;;A;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;60 195 000;;60 195 000;Construction de toilette externe à TANGHIN;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
7;2;Fonds Propres;;;;;;DIRECTION DU TRANSPORT ET MOUVEMENTS D'ENERGIE;297 000 000;;297 000 000;Acquisition et installation  de trois onduleurs inverters pour les postes de Zano, de Koupela et de Ouahigouya;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
2;2;Fonds Propres;;A;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;800 000 000;;800 000 000;Investissement dans le cadre des festivités du 11 décembre à ZINIARE;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
12;2;Fonds Propres;;F;;;;DIRECTION DE LA DISTRIBUTION;301 000 000;;301 000 000;Système de surveillance des transformateurs,  acquisition de 500 compteurs intelligents et TC;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
21;2;Fonds Propres;;;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;142 618 736;;142 618 736;Acquisition de DMT pour  Bagré et Zabré;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
44;2;Fonds Propres;;B;;;;DIRECTION DES SYSTEMES D¿INFORMATION ;25 000 000;;25 000 000;Complément pour installation des systèmes de sécurité d'accès et antiincendie aux salles serveurs de DRO;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
52;2;Fonds Propres;;F;;;;DIRECTION DE LA PRODUCTION ;12 850 000;;12 850 000;UPS 6 kVA de secours pour la salle SCADA de la centrale;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
55;2;Fonds Propres;;F;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;54 012 860;;54 012 860;Onduleur 3kVA;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
60;2;Fonds Propres;;;;;;DIRECTION DE LA DISTRIBUTION;60 300 000;;60 300 000;Acquisition de Tables  équipement salle de réunion DTD/STRE;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
66;2;Fonds Propres;;A;;;;DIRECTION GENERALE;2 646 000 000;;2 646 000 000;Gestion environnementale du projet YELEEN ;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
71;2;Fonds Propres;;;;;;DIRECTION DE LA PRODUCTION ;298 500 000;;298 500 000;Reprise circuits alimentation en vapeur des G6 et G8;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
63;2;Fonds Propres;;;;;;DIRECTION DES GRANDS PROJETS;398 899 500;;398 899 500;Acquisition de matériels de maintenance et d'exploitation ;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
19;2;Fonds Propres;;;;;;DIRECTION DE LA PRODUCTION ;260 000 000;;260 000 000;Résistance de mise  à la terre du neutre 33 Kv;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
56;2;Fonds Propres;;;;;;DIRECTION DU TRANSPORT ET MOUVEMENTS D'ENERGIE;180 150 000;;180 150 000;Complement pour l'étude du Plan de défense  du Réseau National Interconnecté.;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
62;2;Fonds Propres;;A;;;;DIRECTION GENERALE;2 000 000 000;;2 000 000 000;Electrification de nouvelles localités et extentions de réseaux de distribution;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
64;2;Fonds Propres;;B;;;;DIRECTION DE LA PRODUCTION ;5 738 930 594;;5 738 930 594;Réhabilitation de l'éclairage public de la cité de l'exploitant;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
72;2;Fonds Propres;;F;;;;DIRECTION COMMERCIALE ET DE LA CLIENTELE;5 200 000;;5 200 000;Acquisition d'établis pour Garango et Bègdo;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
;2;Fonds Propres;;F;21F0528;;;DIRECTION DE LA DISTRIBUTION;4 810 000;;;Carte d'alimenttion ALM 721;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
81;2;Fonds Propres;;;;;;DIRECTION DU TRANSPORT ET MOUVEMENTS D'ENERGIE;24 000 000;;24 000 000;Acquisition et formation logiciel CELESTE;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
22;2;Fonds Propres;;;;;;DIRECTION DU TRANSPORT ET MOUVEMENTS D'ENERGIE;165 000 000;;165 000 000;Calibrateur de température pour le contrôle des protections mécaniques des transformateurs de puissance en vue de maitriser leurs échauffements et prévenir les avaries,;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
84;2;Fonds Propres;;A;;;;DIRECTION DES SYSTEMES D¿INFORMATION ;10 000 000;;10 000 000;Transfert et sécurisation des serveurs web et DNS du cloud vers l'entreprise;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
27;2;Fonds Propres;;F;;;;DIRECTION GENERALE;67 500 000;;67 500 000;Acquisition matériel de sécurité et outillage;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
36;2;Fonds Propres;;A;;;;DIRECTION DE LA PRODUCTION ;40 000 000;;40 000 000;Réalisation de passerelle reliant les cuves de stockage combustible ;;DPX;;1;;;;;;;;;;;;;;;;;;;;PPM
5;2;Fonds Propres;;F;;;;DIRECTION DU TRANSPORT ET MOUVEMENTS D'ENERGIE;100 000 000;;100 000 000;Acquisition de disjoncteur de réserve 33kV  F400 pour les Postes de Kossodo, Kodeni et KUA;;AO;;1;;;;;;;;;;;;;;;;;;;;PPM
